comment,id,rating,Вопрос решен,Качество выполненной работы,Компетентность работника в общение,Не удовлетворен,Скорость выполненной работы,Не понравился результат,Не понравилось качество
"спасибо андрею , все устранил 👍🏻",4196705.0,5.0,1,1,0,0,0,0,0
"батарея полностью горячая, спасибо огромное за работу",4196686.0,5.0,1,0,0,0,0,0,0
"спасибо большое, выполнили быстро замену❤️",4196461.0,5.0,1,0,0,0,1,0,0
"спасибо за работу ,очень хороший человек.",4196374.0,5.0,1,0,0,0,0,0,0
"спасибо, мастер пришел все сделал",4196292.0,5.0,1,0,0,0,1,0,0
заявка выполнена,4196280.0,5.0,1,0,0,0,0,0,0
"очень быстро отреагировали, проблему решили",4196273.0,5.0,1,0,0,0,1,0,0
"спасибо ,очень быстро выполнили работу",4196155.0,5.0,1,0,0,0,1,0,0
"быстро и понятно,  спасибо!",4196050.0,5.0,1,0,1,0,1,0,0
"очень быстро отреагировали, приехали в удобное время!",4196018.0,5.0,1,0,0,0,1,0,0
спасибо за ответ!,4196007.0,5.0,1,0,0,0,0,0,0
к кому обратиться по поводу оплаты квитанции другим плательщиком?,4195996.0,5.0,0,0,0,1,0,0,0
"приложение нужно дорабатывать ,сами пишите что зачисляются до 5 дней, сами просите оплатить до 20 января, а у самих нет никаких данных о поступлении, уже и выписку приложила ,все без изменений",4195981.0,5.0,0,0,0,1,0,1,1
"спасибо, я вижу счетчики заведены в программу и отобразились в приложении",4195889.0,5.0,1,0,0,0,0,0,0
большое спасибо за выполнение работы!,4195801.0,5.0,1,0,0,0,0,0,0
спасибо! получить ключ сама не могу. прошу выдать ключ трофимова степану викторовичу 29.06.1993 г.р.,4195710.0,5.0,1,0,0,0,0,0,0
спасибо за оперативное выполнение заявки!,4195613.0,5.0,1,0,0,0,1,0,0
"ук отреагировали быстро. сантехник пришел вовремя, исправил.",4195451.0,5.0,1,0,0,0,1,0,0
"чисто ,быстро ,аккуратно",4195438.0,5.0,1,1,0,0,1,0,0
все разъяснили👍,4195410.0,5.0,1,0,1,0,0,0,0
"заявку выполнили быстро ,спасибо",4195403.0,5.0,1,0,0,0,1,0,0
"большое спасибо мастерам которые чинили батарею, пришли очень быстро я даже не ожидала. все спокойно сделали.  спасибо",4195343.0,5.0,1,0,0,0,1,0,0
повторная заявка (4195451),4195282.0,5.0,0,0,0,1,0,0,0
"отлично, большое спасибо",4195248.0,5.0,1,0,0,0,0,0,0
"да неисправность устранена, но по времени не очень быстро",4195228.0,5.0,1,0,0,0,0,0,1
кнопки не светятся при нажатии,4195166.0,5.0,0,0,0,1,0,0,1
"мастер пришёл в день заявки, это радует._x000D__x000D_
розетка оказалась исправна, в итоге по ремонту не пришлось ничего делать. будем наблюдать! надеюсь, будет работать и дальше.",4195150.0,5.0,1,1,0,0,1,0,0
"мастер пришел вовремя, поменял и опломбировал счётчик, всё отлично",4194964.0,5.0,1,1,0,0,1,0,0
"прошу прислать акт, заключение. на потолке образовалось пятно от протечки",4194961.0,5.0,0,0,0,1,0,0,0
ужасная управляющая компания,4194881.0,5.0,0,0,0,1,0,1,1
"благодарю за чистоту в подъезде, а то у нас там появился неприятный запах.",4194871.0,5.0,1,0,0,0,0,0,0
быстро помогли с ответом + четко выражена мысль и то что я просила - услышала,4194793.0,5.0,1,0,1,0,0,0,0
работа выполнена быстро!,4194765.0,5.0,1,0,0,0,1,0,0
оперативно и качественно,4194755.0,5.0,1,1,0,0,1,0,0
"спасибо, счетчик стал работать",4194745.0,5.0,1,0,0,0,0,0,0
"20 января, пока запаа нет",4194731.0,5.0,1,0,0,0,0,0,0
спасибо! очень помогли! отличный сантехник,4194676.0,5.0,1,0,0,0,0,0,0
"спасибо большое сергею сантехнику. пришёл быстро, всё отремонтировал и дал дельные советы!!!",4194664.0,5.0,1,1,1,0,1,0,0
"заявка выполнена, спасибо за заботу.",4194591.0,5.0,1,0,0,0,0,0,0
отлично работает теперь,4194537.0,5.0,1,0,0,0,0,0,0
все понятно. спасибо,4194448.0,5.0,1,0,0,0,0,0,0
вопрос решен. спасибо,4194412.0,5.0,1,0,0,0,0,0,0
"поплняйте, пожалуйста, своевременно. сейчас опять мало пакетов",4194380.0,5.0,0,0,0,1,0,0,1
"спасибо большое за работу, за быстрый ответ на заявку и устранения .",4194284.0,5.0,1,0,0,0,1,0,0
в лк у меня нет задолженности. оплачивал более недели назад.,4194255.0,5.0,0,0,0,1,0,0,0
спасибо за оперативность !!!,4194213.0,5.0,1,0,0,0,1,0,0
большое спасибо инженеру.,4194143.0,5.0,1,0,0,0,0,0,0
спасибо станиславу большое!),4194109.0,5.0,1,0,0,0,0,0,0
идеально закрывается дверь. огромное спасибо мастеру!,4194080.0,5.0,1,1,0,0,0,0,0
все быстро и оперативно. спасибо!,4194058.0,5.0,1,0,0,0,1,0,0
"хотелось бы, чтобы передали информацию в отдел, занимающийся возвратом средств. _x000D__x000D_
получается нет взаимодействия смежных отделов в ук",4193955.0,5.0,0,0,0,1,0,0,0
хорошо только цвет другой,4193850.0,5.0,1,0,0,0,0,1,0
спасибо большое! все оперативно устранили.,4193778.0,5.0,1,1,0,0,1,0,0
это с учётом остальных платежей или только за электричество?,4193739.0,5.0,0,0,0,1,0,0,0
оплата за коммунальные услуги оплачены 30.12.2024. когда можно пере заказать  справку,4193423.0,5.0,0,0,0,1,0,0,0
всё супер. спасибо сантехнику за решение проблемы.,4193401.0,5.0,1,0,0,0,0,0,0
спасибо за быстрое исполнение заявки,4193160.0,5.0,1,0,0,0,1,0,0
"спасибо за оперативную работу,вопрос решен.",4193119.0,5.0,1,0,0,0,1,0,0
"оперативно, качественно, проффессионально.",4192998.0,5.0,1,1,0,0,1,0,0
спасибо! все оперативно и быстро было сделано! 👍🏻,4192859.0,5.0,1,0,0,0,1,0,0
спасибо за порядок на нашей площадке,4192829.0,5.0,1,0,0,0,0,0,0
отработали оперативно,4192809.0,5.0,1,0,0,0,1,0,0
"быстро, класс!",4192803.0,5.0,1,0,0,0,1,0,0
неверный логин пароль,4192799.0,5.0,0,0,0,1,0,0,0
все оперативно. спасибо,4192791.0,5.0,1,0,0,0,1,0,0
неверный логин и пароль🥹,4192779.0,5.0,0,0,0,1,0,0,0
"все быстро , четко , спасибо !",4192700.0,5.0,1,1,0,0,1,0,0
"надеюсь, что закрепили, а не просто втолкнули назад. проверю вечером",4192664.0,5.0,1,0,0,1,0,0,0
быстро и качественно!,4192554.0,5.0,1,1,0,0,1,0,0
все работает,4192425.0,5.0,1,0,0,0,0,0,0
благодарю за оперативное решение!,4192420.0,5.0,1,0,0,0,1,0,0
"помыт только пол. двери , где входная группа так и в пыли .",4192400.0,5.0,1,0,0,0,0,0,1
"оперативно и быстро все сделали, что требовалось.",4192384.0,5.0,1,1,0,0,1,0,0
первый раз за 5 лет заявка выполнена как полагается и оперативно! спасибо!,4192338.0,5.0,1,0,0,0,1,0,1
"быстро отреагировали, техник позвонил, что-то где-то сделал, отопление снова греет. спасибо.",4192327.0,5.0,1,0,0,0,1,0,0
отреагировали моментально. сантехник нашел причину быстро и устранил быстро. спасибо большое.,4192161.0,5.0,1,1,0,0,1,0,0
"вы лучшие,  благодарю.",4192111.0,5.0,1,0,0,0,0,0,0
"отличная работа, быстро и качественно",4191863.0,5.0,1,1,0,0,1,0,0
"отличная работа, быстро, качественно 🙌",4191852.0,5.0,1,1,0,0,1,0,0
"не доделали работу до конца, ушли, пока трудно оценить,устранили ли причину протечки.",4191814.0,5.0,0,0,0,1,0,1,1
очень благодарны!,4191800.0,5.0,1,0,0,0,0,0,0
"спасибо за ремонт, приступили к работам в тот же день!",4191795.0,5.0,1,0,0,0,0,0,0
"посыпали песком но не везде, упала на парковке и разбила руку",4191725.0,5.0,1,0,0,0,0,0,1
"все объяснил,обнаружил утечку сверху,залитие приостановлено,благодарю.",4191673.0,5.0,1,0,1,0,0,0,0
"да, заработало",4191635.0,5.0,1,0,0,0,0,0,0
"спасибо, мастер пришёл очень быстро.",4191625.0,5.0,1,0,0,0,1,0,0
"спасибо! очень быстро отреагировали и заменили лампу не только на 2 этаже, но и на первом. благодарю!",4191616.0,5.0,1,1,0,0,1,0,0
сделали все быстро,4191610.0,5.0,1,0,0,0,1,0,0
быстро сделали. спасибо.,4191609.0,5.0,1,0,0,0,1,0,0
"спасибо, хорошо убрали!",4191309.0,5.0,1,0,0,0,0,0,0
очень чисто. спасибо за уборку,4191296.0,5.0,1,0,0,0,0,0,0
большое спасибо. все выполнено оперативно и качественно,4191260.0,5.0,1,1,0,0,1,0,0
спасибо большое !,4191131.0,5.0,1,0,0,0,0,0,0
"спасибо, заявка выполнена.",4191047.0,5.0,1,0,0,0,0,0,0
спасибо большое за оперативный ответ,4191031.0,5.0,1,0,0,0,1,0,0
на заявку отреагировали ночью мгновенно. течь устранена операивно и качественно! спасибо всем и виктору персонально!,4190995.0,5.0,1,1,0,0,1,0,0
"спасибо,оперативно отреагировали, перекрыли воду",4190986.0,5.0,1,1,0,0,1,0,0
"выполнено, спасибо",4190976.0,5.0,1,0,0,0,0,0,0
очень быстро решил проблему,4190855.0,5.0,1,0,0,0,1,0,0
спасибо большое!!! вы очень аперативные,4190830.0,5.0,1,0,0,0,1,0,0
все оперативно устранили,4190827.0,5.0,1,0,0,0,1,0,0
"хорошо, что решили вопрос. но тем не менее, человек менее внимательный не обратил бы внимание на пришедший повторный счёт за коммуналку и оплатил его бы дважды.",4190748.0,5.0,1,0,0,0,0,0,1
"четко, оперативно",4190727.0,5.0,1,1,0,0,1,0,0
спасибо за работу!,4190707.0,5.0,1,0,0,0,0,0,0
"причину выяснили, но дверь как была открыта, так и осталась. вопрос не был решен.",4190696.0,5.0,0,0,0,1,0,1,0
очень быстро отреагировали,4190639.0,5.0,1,0,0,0,1,0,0
"частично произведена уборка, засохшое дерьмо в углу так и осталось не убранным.",4190613.0,5.0,0,0,0,1,0,1,1
"спасибо, что быстро исправили👌👍💖",4190484.0,5.0,1,0,0,0,1,0,0
все оперативно и качественно,4190348.0,5.0,1,1,0,0,1,0,0
все быстро и хорошо,4190280.0,5.0,1,1,0,0,1,0,0
"долго, но всё равно, спасибо",4190237.0,5.0,1,0,0,0,0,0,1
"спасибо , быстро отреагировали!",4190112.0,5.0,1,0,0,0,1,0,0
"оперативно, доброжелательно и качественно! огромное спасибо за помощь.",4189998.0,5.0,1,1,1,0,1,0,0
быстро и вовремя,4189874.0,5.0,1,0,0,0,1,0,0
"огромное спасибо за мгновенную помощь!! очень приятно, что так быстро среагировали и понятно объяснили, какие кнопки нажимать!! теперь я знаю, что делать в подобных случаях, ещё раз спасибо))",4189813.0,5.0,1,0,1,0,1,0,0
быстро сработали!,4189802.0,5.0,1,0,0,0,1,0,0
огромное спасибо за оперативную помощь.,4189612.0,5.0,1,0,0,0,1,0,0
работает. спасибо,4189606.0,5.0,1,0,0,0,0,0,0
всё решили быстро,4189591.0,5.0,1,0,0,0,1,0,0
на лифте засрали можите видео посмотреть кто это свиня чтобы за сабой не убирает посмотретье пожалуйста видео,4189282.0,5.0,0,0,0,1,0,1,1
спасибо огромное андрею! мастер своего дела,4189200.0,5.0,1,0,0,0,0,0,0
благодарим,4189189.0,5.0,1,0,0,0,0,0,0
"отличный мастер приходил, отзывчивый. все устранил",4189147.0,5.0,1,0,0,0,0,0,0
ура! спасибо большое! а можно их ещё отрегулировать? чтобы медленно закрывались двери?,4188873.0,5.0,1,0,0,0,0,0,1
вот это скорость выполнения заявки 🔥 вот это я понимаю! в пример всем остальным! спасибо большое! 👍🏽👏🏽,4188867.0,5.0,1,0,0,0,1,0,0
"воду дали, но не понятно почему ее не было",4188741.0,5.0,1,0,0,0,0,0,1
пришли быстро. всё исправили. на щитке как оказалось у многих плохо прикручены контакты. спасибо,4188691.0,5.0,1,1,0,0,1,0,0
"оперативно, качественно и доброжелательно!",4188688.0,5.0,1,1,1,0,1,0,0
благодарю вас за быструю услугу.,4188654.0,5.0,1,0,0,0,1,0,0
благодарю за выполненную работу.быстро и качественно,4188649.0,5.0,1,1,0,0,1,0,0
спасибо огромное !🙏🏼,4188519.0,5.0,1,0,0,0,0,0,0
отличная работа! спасибо!,4188411.0,5.0,1,0,0,0,0,0,0
спасибо большое за оперативность!!!,4188404.0,5.0,1,0,0,0,1,0,0
оперативно помогли,4188357.0,5.0,1,0,0,0,1,0,0
протечки устранена.спасибо,4188302.0,5.0,1,1,0,0,0,0,0
"спасибо большое , в квартире а в правду очень тепло стало как сделали отопление .  вот что значит опытные сантехники",4188256.0,5.0,1,0,0,0,0,0,0
этот же автомобиль в этом же месте припаркован на данный момент. из-за этого автомобиля участок еле проходим,4188199.0,5.0,0,0,0,1,0,0,0
добрый день. спасибо за понимание и быстрое решение!,4188140.0,5.0,1,0,0,0,1,0,0
спасибо за решение проблемы!,4188136.0,5.0,1,0,0,0,0,0,0
во время устранили,4188133.0,5.0,1,0,0,0,0,0,0
большое вам спасибо :),4188057.0,5.0,1,0,0,0,0,0,0
спасибо! оперативно все починили,4188030.0,5.0,1,1,0,0,1,0,0
мастер  оперативно нашел причину протечки,4188008.0,5.0,1,1,0,0,1,0,0
отлично !!!все устранили в кратчайший срок.благодарю!,4187925.0,5.0,1,0,0,0,1,0,0
111,4187921.0,5.0,1,0,0,0,0,0,0
"пока работает, всё хорошо",4187767.0,5.0,1,0,0,0,0,0,0
убрали,4187651.0,5.0,1,0,0,0,0,0,0
мастер супер! спасибо огромное!,4187591.0,5.0,1,0,0,0,0,0,0
спасибо огромное!!! всё профессионально,4187529.0,5.0,1,0,0,0,0,0,0
"всё работает, спасибо!!!",4187508.0,5.0,1,1,0,0,0,0,0
андрей с товарищем все исправили !отличная работа,4187459.0,5.0,1,0,0,0,0,0,0
супер мастер !!!,4187443.0,5.0,1,0,0,0,0,0,0
"я сделала ремонт в коридоре. и если в подвале сухо, но надеюсь что от грибка в квартире больше нет. благодарю за фото.",4187426.0,5.0,1,0,0,0,0,0,0
хороший мастер 👍,4187359.0,5.0,1,0,0,0,0,0,0
спасибо огромное.у нас в самолёте первоклассные специалисты.👍,4187271.0,5.0,1,0,0,0,0,0,0
ну здесь в целом могу сказать что заявку выполнили👍🏻 здесь вам спасибо,4187234.0,5.0,1,0,0,0,0,0,0
спасибо большое за компетентное разъяснение вопроса!,4187231.0,5.0,1,0,1,0,0,0,0
было бы хорошо чтобы они не ломались каждый жень! они же новые!,4187213.0,5.0,0,0,0,1,0,1,1
"очень понравилось насколько качественно была выполнена работа по устранениию течи в стояке, по устранению последствий аварии. грачев михаил и голубев(прошу прощения не знаю имени) очень качественно, на высшем уровне выполнили свою работу, даже профессинал высоко оценил.",4187157.0,5.0,1,1,0,0,0,0,0
супер мастер! протечка устранена ! спасибо !,4187124.0,5.0,1,1,0,0,0,0,0
так и не работает дверь входная и дамовон,4187095.0,5.0,0,0,0,1,0,1,1
"хотелось  бы, чтобы работа выполнялась , постоянно, без заявок",4187034.0,5.0,0,0,0,1,0,1,1
"удивлен, что так быстро среагировали",4186976.0,5.0,1,0,0,0,1,0,0
все супер. отличный спокойный мастер,4186936.0,5.0,1,0,0,0,0,0,0
большой спасибо татьяне 🙏,4186872.0,5.0,1,0,0,0,0,0,0
"шум прошел. надеюсь не повторится, спасибо.",4186811.0,5.0,1,0,0,0,0,0,0
"спасибо, очень быстро всё сделали.",4186802.0,5.0,1,0,0,0,1,0,0
"5 звезд заочно , так как специалист дал оперативную и грамотную консультацию, но проблема пока не решена",4186779.0,5.0,0,0,1,1,0,0,0
оперативно пришел сотрудник и нашел источник протечки,4186370.0,5.0,1,1,0,0,1,0,0
быстро приняли меры.,4186346.0,5.0,1,0,0,0,1,0,0
все сделали,4186341.0,5.0,1,0,0,0,0,0,0
все сделано грамотно и оперативно,4186199.0,5.0,1,1,0,0,1,0,0
спасибо за быструю и качественную работу!,4186128.0,5.0,1,1,0,0,1,0,0
оперативно.,4186093.0,5.0,1,0,0,0,1,0,0
"быстро, качественно,результативно 👍👍👍спасибо",4186065.0,5.0,1,1,0,0,1,0,0
спасибо большое. все быстро починили.,4186063.0,5.0,1,0,0,0,1,0,0
всё хорошо,4186029.0,5.0,1,0,0,0,0,0,0
"оперативно разрешили данную проблему! надеюсь, что больше в данном месте после сварки протекать не будет",4185970.0,5.0,1,1,0,0,1,0,0
"спасибо сантехнику валерию , что устранил гул у соседей",4185965.0,5.0,1,1,0,0,0,0,0
батарея в ванной горячая. спасибо.,4185904.0,5.0,1,0,0,0,0,0,0
огромное спасибо слесарям. пришли быстро. все устранили.,4185836.0,5.0,1,1,0,0,1,0,0
"никто не приходил, как гремело, так и гремит._x000D__x000D_
после повторного обращения и переоткрытия заявки дефекты были устранены.",4185789.0,5.0,1,0,0,1,0,1,1
"спасибо , все сделал мастер",4185701.0,5.0,1,0,0,0,0,0,0
приятный менеджер👍,4185671.0,5.0,1,0,0,0,0,0,0
"спасибо большое, все быстро и по делу",4185653.0,5.0,1,0,1,0,1,0,0
"спасибо, все сделали от начала заявки до регулировки батареи за 40 минут. очень толковый работник пришел",4185499.0,5.0,1,0,0,0,1,0,0
"спасибо,  очень оперативно",4185464.0,5.0,1,0,0,0,1,0,0
а тлично,4185305.0,5.0,1,0,0,0,0,0,0
"вопрос решен, спасибо!",4185299.0,5.0,1,0,0,0,0,0,0
оплатил,4185279.0,5.0,1,0,0,0,0,0,0
"лифт не работает, кнопки не активны",4185235.0,5.0,0,0,0,1,0,1,1
спасибо. заменили лампу,4185154.0,5.0,1,1,0,0,0,0,0
прошу просмотреть прошел ли платеж сегодня. на новую сумму в квитанции деньги списали,4185044.0,5.0,0,0,0,1,0,0,0
не передали в гарантийный отдел!,4184979.0,5.0,0,0,0,1,0,1,0
"мастер быстро отреагировал, сразу пришел , проблему решили",4184905.0,5.0,1,0,0,0,1,0,0
очень оперативно. спасибо !,4184830.0,5.0,1,0,0,0,1,0,0
оперативно исправили,4184692.0,5.0,1,0,0,0,1,0,0
"спасибо, всё быстро и качественно",4184636.0,5.0,1,1,0,0,1,0,0
"отлично!спасибо,мастер все установил как нужно.",4184497.0,5.0,1,1,0,0,0,0,0
спасибо за ликвидацию аварии!!,4184450.0,5.0,1,0,0,0,0,0,0
мастер подошёл в течении 3 минут. спасибо огромное.,4184444.0,5.0,1,0,0,0,1,0,0
не работают 2 грузовых лифта,4184403.0,5.0,0,0,0,1,0,0,0
спасибо юлии и ерлану за решение вопроса!,4184401.0,5.0,1,0,1,0,0,0,0
быстро пришли. течь устранили.,4184362.0,5.0,1,1,0,0,1,0,0
спасибо за оперативную работу,4184265.0,5.0,1,0,0,0,1,0,0
спасибо 🎄,4184249.0,5.0,1,0,0,0,0,0,0
21.01 уборка была выполнена,4184236.0,5.0,1,0,0,0,0,0,0
"мастер все сделал хорошо, все замазал, установил крепко и подключил.",4184131.0,5.0,1,1,0,0,0,0,0
подача горячей воды в систему отопления была выполнена в течение 30 мин. с момента подачи заявки по отсутствию отопления.,4184057.0,5.0,1,0,0,0,1,0,0
подача горячей воды в систему горячего водоснабжения была выполнена в течение 30 мин. с момента подачи заявки по отсутствию горячей воды,4184051.0,5.0,1,0,0,0,1,0,0
спасибо большое. все хорошо сделали!,4183926.0,5.0,1,0,0,0,0,0,0
большое спасибо менеджеру репиной светлане за оперативное решение проблемы,4183879.0,5.0,1,0,0,0,1,0,0
быстро устранили течь в шахте,4183869.0,5.0,1,0,0,0,1,0,0
мастер приехал вовремя и устранил неполадки,4183815.0,5.0,1,1,0,0,1,0,0
спасибо! очень оперативно несмотря на праздники.,4183772.0,5.0,1,0,0,0,1,0,0
"очень приятно, что так оперативно отреагировали и решили вопрос.  спасибо большое!",4183642.0,5.0,1,0,0,0,1,0,0
"супер, спасибо",4183553.0,5.0,1,1,0,0,0,0,0
быстро и хорошо. спасибо!,4183495.0,5.0,1,1,0,0,1,0,0
починили быстро! спасибо!,4183490.0,5.0,1,1,0,0,1,0,0
"великолепный человек, включил всё, мы проверили работают ли все лампы и тд, объяснил что можно сделать в следующий раз в такой ситуации, спасибо ему!<3",4183486.0,5.0,1,1,1,0,1,0,0
засор устранили,4183452.0,5.0,1,0,0,0,0,0,0
спасибо))),4183229.0,5.0,1,0,0,0,0,0,0
"оперативно, молодцы",4183086.0,5.0,1,0,0,0,1,0,0
"оперативно. спасибо, что не заставили ждать окончания праздников. с новым годом",4182972.0,5.0,1,0,0,0,1,0,0
"все мастер поправил, работает. спасибо большое!",4182649.0,5.0,1,1,0,0,0,0,0
"услуга была оказана качественно, но не своевременно (спустя 10 дней после запроса)",4181848.0,5.0,1,1,0,0,0,0,1
"сроки, конечно, так себе",4181692.0,5.0,1,0,0,0,0,0,1
заявка не выполнена,4181684.0,5.0,0,0,0,1,0,0,0
долго мастер не приходил после оплаты,4181430.0,5.0,1,0,0,0,0,0,1
"еще бы плитку восстановили, пока никто не сломал ноги",4181376.0,5.0,0,0,0,1,0,1,1
спасибо за оперативность в тот день 👍,4181240.0,5.0,1,0,0,0,1,0,0
"течь устранена оперативно. работа выполнена качественно, спасибо большое вячеславу за помощь.",4180938.0,5.0,1,1,0,0,1,0,0
оперативно устранили проблему. вежливый мастер. все чётко и по делу! спасибо,4180924.0,5.0,1,0,1,0,1,0,0
спасибо 👍теперь все работает.,4180841.0,5.0,1,1,0,0,0,0,0
благодарю за развернутый ответ!,4180516.0,5.0,1,0,1,0,0,0,0
спасибо мастерам! они отлично выполнили свою работу,4180245.0,5.0,1,0,0,0,0,0,0
доводчик заменили,4179933.0,5.0,1,0,0,0,0,0,0
"я прошу прощения что донимаю, возможно , не по адресу, но хочу понять, это отдельный платеж за кап ремонт получается? _x000D__x000D_
или это к ним нужно обратиться ?",4179271.0,5.0,0,0,0,1,0,1,1
спасибо большое.  все очень быстро и удобно.,4178763.0,5.0,1,1,0,0,1,0,0
спасибо за отмену заявки по моей просьбе,4178642.0,5.0,1,0,0,0,0,0,0
"спасибо, теперь всё работает.",4178205.0,5.0,1,0,0,0,0,0,0
"очень хорошо убрали, спасибо",4178055.0,5.0,1,1,0,0,0,0,0
данные расчета не предоставили.,4177499.0,5.0,0,0,0,1,0,0,0
"показания по счетчикам сняли, но нет ответа по поводу суммы в последней квитанции — она верна? почему она идентична с предыдущим месяцем?",4177193.0,5.0,0,0,0,1,0,1,1
быстро отреагировали на заявку и опломбировали то же быстро. осталась довольна. спасибо,4176769.0,5.0,1,1,0,0,1,0,0
"все быстро и оперативно, спасибо!",4176486.0,5.0,1,0,0,0,1,0,0
"здравствуйте. прошу заметить, что и в крайней квитанции, и в более ранних неверно проставлены даты последних платежей. с чем это связано?",4176418.0,5.0,0,0,0,1,0,1,1
"добрый день! в ноябре счет был оплачен 15 ноября . вот скрин из приложения банка . прошу проверить оплаты . и написать поступившие вам с октября до конца года . ноябрь был оплачен , проверьте , пожалуйста . тут нет возможности приложить скрин. напишите , куда отправить квитанцию о оплате",4175916.0,5.0,0,0,0,1,0,1,1
"оперативно, благодарю",4174851.0,5.0,1,0,0,0,1,0,0
"все ок, спасибо",4174828.0,5.0,1,0,0,0,0,0,0
норм,4174773.0,5.0,1,0,0,0,0,0,0
не могу найти как открыть новую,4174552.0,5.0,0,0,0,1,0,0,0
ждём морозной погоды что бы замерить тепловизором температуру на стене.,4174485.0,5.0,0,0,0,1,0,0,0
"так 2 декабря оплачивали за ноябрь, а сейчас идёт авансовый которая должна быть до января оплачена",4174324.0,5.0,0,0,0,1,0,0,0
"мастер просто супер! сделал всё на высшем уровне, спасибо большое 👍",4174244.0,5.0,1,1,0,0,0,0,0
как не убрано было так до сих пор и не убрано!,4173976.0,5.0,0,0,0,1,0,1,1
"на 24.01.2025 назначено уборка частей забора, надеемся и куч графия и блоков, занимающих места. ждём.",4173856.0,5.0,0,0,0,1,0,0,0
"проконсультировали по телефону, обещали перерасчёт в следующем счете. жду счет",4173654.0,5.0,1,0,1,0,0,0,0
"добрый вечер. да, в личном кабинете написано, что оплата . объясните почему нет чеков в истории оплат?",4173495.0,5.0,1,0,0,1,0,0,1
"проблема решена, но после повторных заявок",4173423.0,5.0,1,0,0,0,0,0,1
смотрите сообщения от 23.09.24 о поверке счетчиков. вы же мне и предлагали. вот акт у вас есть. так с чего мне начисляется отопление не по счетчику?!,4173232.0,5.0,0,0,0,1,0,0,0
снова не работает доводчик двери,4172875.0,5.0,0,0,0,1,0,0,1
спасибо огромное за перепрограммирование,4172321.0,5.0,1,1,0,0,0,0,0
"просили разобраться по счету за кладовое помещение, а не за квартиру",4172165.0,5.0,0,0,0,1,0,0,0
в приложении не обновился номер нового счетчика по горячему водоснабжению. можете перепроверить информацию?,4171777.0,5.0,0,0,0,1,0,0,0
"заявка закрыта без фактического исполнения и не обоснованно. контрольные показания счетчика так и не сняты, акт не составлен, перерасчет не сделан. прошу возобновить исполнение заявки.",4171734.0,5.0,0,0,0,1,0,1,1
всё быстро сделали),4169592.0,5.0,1,0,0,0,1,0,0
все понятно спасибо,4169073.0,5.0,1,0,1,0,0,0,0
у меня были вопросы по показаниям счётчиков воды за период с октября 2024 года. а мне приведены данные за ноябрь-декабрь 2024,4169034.0,5.0,0,0,0,1,0,0,1
"дрлго. все сроки оплаты уже прошли к тому моменту, как появилась информация в банковском приложении.",4168643.0,5.0,1,0,0,0,0,0,1
в жк спутник самый лучший инженер!,4168303.0,5.0,1,0,0,0,0,0,0
"спасибо, хоть и очень не оперативно, заявка выполнена",4167943.0,5.0,1,0,0,0,0,0,1
поверку не произвели,4167550.0,5.0,0,0,0,1,0,0,0
"решили, но пришлось 2 раза просить",4166802.0,5.0,1,0,0,0,0,0,1
"а можно обновить данные в личном кабинете, чтоб светились актуальные счетчикм",4166479.0,5.0,0,0,0,1,0,0,0
"наконец то уровень сервиса дошёл до отметки, где смогли решить эту проблему",4166478.0,5.0,1,0,0,0,0,0,0
"соседи так и хранят вещи , а лист был просто положен в результате его просто выбросили , нужно наклеить лист оповещения на окно чтоб было видно либо принять меры к людям которые продолжают пренебрегать правилами пользования помещения",4165770.0,5.0,0,0,0,1,0,0,0
большое спасибо марине за контроль уборки .   надеюсь что так будет всегда.,4164707.0,5.0,1,0,0,0,0,0,0
"добрый день, я просил составить заявку по уборке лестничного марша. по поводу уборки в коридорах у меня пока нет претензий. прошу навести порядок на лестничном марше",4164480.0,5.0,1,0,0,1,0,0,1
магнитный замок так и не закреплён. диагностика и установление причин видимо даже не проводилось.,4163362.0,5.0,0,0,0,1,0,1,1
спасибо большое всё идеально,4163143.0,5.0,1,1,0,0,0,0,0
дверь исправна,4162676.0,5.0,1,0,0,0,0,0,0
плесень не устранена. просьба устранить.,4161837.0,5.0,0,0,0,1,0,0,1
ок,4160291.0,5.0,1,0,0,0,0,0,0
"указанные ключи не работают. ростелеком 2 раза их перепрошивал, не открывают дверь. из приложения дверь открывается, клбчом нет. ерт от",4158543.0,5.0,0,0,0,1,0,1,1
"по состоянию на 18:12, 28.01 оба лифта работают, спасибо !!!!!!!!!!",4158342.0,5.0,1,0,0,0,0,0,0
молодцы!,4155972.0,5.0,1,0,0,0,0,0,0
чудесный мастер! благодарю!,4155819.0,5.0,1,0,0,0,0,0,0
"добрый день, услуга оказана отвратительно, трещина задела  шпатлёвкой, после высыхания шов не был зашлифован сразу была нанесена краска. также испорчен вид  посещения моп из- за окраски не в тон ранее окрашеных стен.",4155636.0,5.0,1,0,0,1,0,1,1
напольное покрытие видимо отдельная задача.,4154287.0,5.0,0,0,0,1,0,1,1
нормально,4153150.0,5.0,1,0,0,0,0,0,0
долг за водоотвод не снят. подтверждающий документ не выслан.,4151170.0,5.0,0,0,0,1,0,1,1
большое спасибо за решение проблемы,4150415.0,5.0,1,1,0,0,0,0,0
никто не позвонил,4149510.0,5.0,1,0,0,0,0,0,0
